Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100304,Female,Yes,1,Graduate,No,5417,1983,151.0,,1.0,Semiurban,Y
LP100305,Female,Yes,1,Graduate,No,4662,1477,130.0,240.0,0.0,Semiurban,N
LP100306,Male,No,0,Graduate,No,1500,0,50.0,360.0,1.0,Rural,Y
LP100307,Male,No,0,Graduate,No,3553,0,56.0,360.0,1.0,Rural,Y
LP100308,Female,No,3+,Graduate,Yes,1108,0,50.0,360.0,1.0,Semiurban,Y
LP100309,Male,Yes,0,Graduate,Yes,3051,947,50.0,360.0,1.0,Semiurban,Y
LP100310,Male,Yes,1,Graduate,,7699,1144,222.0,360.0,1.0,Rural,Y
LP100311,Male,No,0,Graduate,No,1855,0,50.0,360.0,1.0,Urban,Y
LP100312,Male,,0,Graduate,No,1964,0,50.0,360.0,0.0,Semiurban,N
LP100313,,Yes,0,Graduate,No,4367,3103,140.0,360.0,1.0,Rural,Y
LP100314,Female,,0,Graduate,No,1378,5012,153.0,120.0,1.0,Semiurban,Y
LP100315,Male,No,3+,Not Graduate,No,2172,0,50.0,360.0,0.0,Semiurban,N
LP100316,Male,Yes,0,Graduate,No,4016,2721,110.0,360.0,1.0,Semiurban,Y
LP100317,Male,Yes,0,Graduate,No,2170,904,86.0,180.0,1.0,Urban,Y
LP100318,Male,No,0,Graduate,No,2649,0,67.0,240.0,1.0,Semiurban,Y
LP100319,Male,Yes,0,Graduate,No,4324,2037,137.0,240.0,0.0,Semiurban,N
LP100320,Male,No,0,Graduate,No,3680,0,87.0,360.0,1.0,Semiurban,Y
LP100321,Female,,0,Graduate,No,3406,1227,140.0,360.0,1.0,Semiurban,Y
LP100322,Male,No,2,Graduate,No,2516,0,94.0,360.0,1.0,Rural,Y
LP100323,,No,0,Graduate,No,3586,0,57.0,360.0,0.0,Urban,N
LP100324,Female,No,0,Graduate,No,2802,0,88.0,240.0,1.0,Semiurban,Y
LP100325,Female,,3+,Graduate,Yes,3747,1494,,360.0,0.0,Semiurban,N
LP100326,Male,No,0,Graduate,No,2325,0,56.0,360.0,1.0,Semiurban,Y
LP100327,Male,No,3+,Graduate,No,2720,0,50.0,360.0,1.0,Urban,Y
LP100328,Male,Yes,0,Not Graduate,No,1817,5819,149.0,360.0,1.0,Semiurban,Y
LP100329,Male,,2,Not Graduate,No,2929,0,50.0,180.0,1.0,Rural,Y
LP100330,Male,Yes,1,Not Graduate,No,1987,1221,80.0,360.0,0.0,Semiurban,N
LP100331,,No,2,Not Graduate,No,1707,0,55.0,360.0,1.0,Rural,Y
LP100332,Male,Yes,3+,Not Graduate,No,3392,1757,61.0,360.0,1.0,Rural,Y
LP100333,Male,Yes,0,Graduate,No,3315,699,,360.0,1.0,Urban,Y
LP100334,Male,Yes,3+,Graduate,No,4409,1028,131.0,360.0,1.0,Urban,Y
LP100335,Male,No,0,Graduate,,2402,0,50.0,360.0,1.0,Rural,Y
LP100336,Female,Yes,0,Graduate,No,3655,532,98.0,360.0,1.0,Rural,Y
LP100337,Female,Yes,0,Graduate,Yes,3926,1860,122.0,180.0,1.0,Urban,Y
LP100338,Male,Yes,0,Graduate,No,3723,1557,112.0,240.0,1.0,Urban,Y
LP100339,Male,Yes,,Graduate,No,1972,662,50.0,240.0,1.0,Urban,Y
LP100340,Male,Yes,1,Graduate,No,3212,2304,85.0,240.0,1.0,Rural,Y
LP100341,Male,No,0,Not Graduate,Yes,3576,0,50.0,360.0,1.0,Urban,N
LP100342,Male,Yes,2,Graduate,No,2991,2071,115.0,360.0,1.0,Semiurban,Y
LP100343,Male,Yes,2,Graduate,No,1050,1488,51.0,360.0,1.0,Rural,Y
LP100344,Male,No,0,Graduate,No,3230,0,61.0,240.0,,Urban,N
LP100345,Male,Yes,,Graduate,No,9011,2719,226.0,300.0,1.0,Semiurban,Y
LP100346,Male,Yes,0,Not Graduate,No,2489,2174,87.0,240.0,0.0,Urban,N
LP100347,Male,Yes,0,Graduate,,2071,1102,84.0,360.0,0.0,Rural,N
LP100348,Male,No,0,Not Graduate,No,3592,0,65.0,240.0,1.0,Urban,N
LP100349,Male,Yes,0,Graduate,Yes,3484,3704,116.0,360.0,1.0,Semiurban,Y
LP100350,Male,No,0,Graduate,No,5411,0,123.0,360.0,0.0,Semiurban,N
LP100351,Female,Yes,3+,Graduate,Yes,1589,6366,155.0,360.0,1.0,Urban,Y
LP100352,,No,1,Graduate,No,4297,0,86.0,360.0,1.0,Urban,Y
LP100353,Male,No,0,Graduate,No,4004,0,112.0,360.0,1.0,Semiurban,Y
LP100354,Male,No,1,Graduate,No,2776,0,55.0,360.0,1.0,Urban,Y
LP100355,Male,Yes,0,Graduate,Yes,3531,2067,117.0,360.0,1.0,Rural,N
LP100356,Male,No,0,Not Graduate,No,4987,0,76.0,360.0,1.0,Rural,Y
LP100357,Male,Yes,1,Graduate,No,4610,1302,113.0,240.0,1.0,Semiurban,Y
LP100358,Female,Yes,,Not Graduate,No,1683,938,64.0,360.0,1.0,Semiurban,Y
LP100359,Male,Yes,0,Graduate,No,4492,1960,97.0,360.0,1.0,Semiurban,Y
LP100360,Male,No,3+,Graduate,No,2886,0,61.0,120.0,1.0,Rural,Y
LP100361,Male,No,2,Graduate,No,3091,0,63.0,240.0,1.0,Semiurban,Y
LP100362,Male,No,1,Graduate,No,3092,0,62.0,360.0,0.0,Urban,N
LP100363,Male,Yes,1,Graduate,No,2765,6156,199.0,360.0,1.0,Urban,Y
LP100364,Female,Yes,1,Graduate,Yes,5409,2158,158.0,360.0,1.0,Semiurban,Y
LP100365,Male,No,0,Graduate,No,2858,0,86.0,360.0,1.0,Semiurban,Y
LP100366,Female,No,0,Not Graduate,No,1703,0,50.0,360.0,1.0,Semiurban,Y
LP100367,Female,Yes,0,Graduate,No,2448,2009,91.0,240.0,1.0,Urban,Y
LP100368,,Yes,0,Not Graduate,No,3259,1211,91.0,360.0,0.0,Semiurban,N
LP100369,Male,Yes,0,Graduate,Yes,5511,2036,129.0,120.0,1.0,Urban,Y
LP100370,Male,Yes,0,Graduate,No,4030,1255,,240.0,0.0,Urban,N
LP100371,Male,Yes,3+,Graduate,No,1948,1418,113.0,240.0,1.0,Semiurban,Y
LP100372,Male,Yes,3+,Graduate,No,10327,1197,230.0,360.0,1.0,Urban,Y
LP100373,Male,Yes,1,Graduate,No,3402,765,,240.0,1.0,Semiurban,Y
LP100374,Male,No,0,Graduate,Yes,5640,0,114.0,360.0,,Semiurban,N
LP100375,Male,Yes,2,Graduate,No,2763,2568,92.0,360.0,1.0,Semiurban,Y
LP100376,Female,No,0,Graduate,No,3892,0,50.0,360.0,1.0,Semiurban,Y
LP100377,Male,No,2,Not Graduate,No,4535,0,76.0,360.0,0.0,Urban,N
LP100378,Female,Yes,0,Not Graduate,No,5481,2196,125.0,180.0,1.0,Urban,Y
LP100379,Male,No,2,Graduate,No,5057,0,135.0,360.0,1.0,Rural,Y
LP100380,Male,No,0,Graduate,No,4610,0,89.0,360.0,0.0,Semiurban,N
LP100381,Male,Yes,2,Graduate,No,2546,800,60.0,360.0,1.0,Semiurban,Y
LP100382,Male,,3+,Graduate,No,2239,1053,83.0,360.0,1.0,Urban,Y
LP100383,Female,No,0,Graduate,,3520,0,50.0,360.0,1.0,Semiurban,Y
LP100384,,No,0,Graduate,No,4753,0,79.0,120.0,1.0,Semiurban,Y
LP100385,Female,No,3+,Graduate,No,2666,0,54.0,360.0,1.0,Semiurban,Y
LP100386,Male,Yes,0,Graduate,No,5077,2422,170.0,360.0,1.0,Semiurban,Y
LP100387,Male,Yes,2,Graduate,No,6162,3439,202.0,360.0,1.0,Urban,Y
LP100388,Female,Yes,1,Not Graduate,No,1885,1066,63.0,360.0,1.0,Urban,N
LP100389,Female,No,0,Not Graduate,No,1961,0,50.0,360.0,0.0,Rural,N
LP100390,Female,Yes,0,Graduate,No,2778,1677,97.0,360.0,0.0,Rural,N
LP100391,Male,Yes,0,Not Graduate,No,3476,3005,133.0,300.0,1.0,Urban,Y
LP100392,Male,Yes,2,Not Graduate,No,2293,1687,59.0,360.0,1.0,Semiurban,Y
LP100393,Female,No,0,Graduate,No,5861,0,118.0,360.0,0.0,Urban,N
LP100394,Male,Yes,0,Graduate,No,3685,2501,102.0,360.0,1.0,Urban,Y
LP100395,Female,Yes,0,Graduate,No,3040,3058,123.0,,1.0,Urban,Y
LP100396,Female,,1,Not Graduate,Yes,1453,0,50.0,360.0,0.0,Urban,N
LP100397,Male,Yes,2,Not Graduate,No,1543,1742,116.0,360.0,1.0,Semiurban,Y
LP100398,Female,Yes,3+,Graduate,No,3430,958,86.0,180.0,1.0,Semiurban,Y
LP100399,Female,Yes,0,Graduate,No,1026,403,50.0,360.0,1.0,Urban,Y
LP100400,Male,Yes,,Graduate,No,4945,2039,136.0,360.0,,Urban,Y
LP100401,Female,No,2,Graduate,No,2754,0,65.0,360.0,1.0,Rural,Y
LP100402,Male,No,1,Graduate,No,15086,0,335.0,360.0,1.0,Urban,N
LP100403,Female,Yes,3+,Not Graduate,No,9451,561,188.0,360.0,1.0,Semiurban,Y
LP100404,Male,No,0,Graduate,No,2722,0,50.0,360.0,1.0,Urban,Y
LP100405,Female,No,0,Not Graduate,,2826,0,72.0,360.0,1.0,Semiurban,Y
LP100406,Male,Yes,2,Not Graduate,No,4903,4112,152.0,360.0,1.0,Urban,Y
LP100407,Male,No,0,Graduate,No,6985,0,130.0,360.0,1.0,Urban,Y
LP100408,,Yes,2,Graduate,No,1314,3840,,240.0,1.0,Urban,Y
LP100409,Male,Yes,2,Graduate,No,1220,3189,86.0,120.0,0.0,Urban,N
LP100410,Male,No,,Graduate,Yes,2184,0,57.0,180.0,1.0,Semiurban,Y
LP100411,Female,No,2,Graduate,No,3989,0,66.0,360.0,1.0,Semiurban,Y
LP100412,Female,Yes,0,Graduate,Yes,3821,2231,115.0,360.0,1.0,Urban,Y
LP100413,Male,Yes,0,Graduate,No,5089,1089,123.0,360.0,1.0,Urban,Y
LP100414,Male,Yes,1,Graduate,,1636,1922,74.0,360.0,1.0,Semiurban,Y
LP100415,Male,Yes,3+,Graduate,No,936,1353,50.0,300.0,1.0,Semiurban,Y
LP100416,Male,,,Graduate,No,4577,620,112.0,360.0,1.0,Rural,Y
LP100417,Male,No,0,Graduate,No,1970,0,56.0,360.0,1.0,Semiurban,Y
LP100418,Male,Yes,1,Graduate,No,1086,2071,70.0,360.0,,Semiurban,N
LP100419,Female,Yes,1,Graduate,No,3205,1290,98.0,360.0,1.0,Semiurban,Y
LP100420,Female,Yes,,Graduate,No,4431,1297,,360.0,1.0,Rural,Y
LP100421,Female,Yes,0,Graduate,No,2804,2744,111.0,360.0,1.0,Rural,Y
LP100422,Male,No,0,Graduate,No,2371,0,57.0,360.0,1.0,Urban,Y
LP100423,,No,0,Graduate,No,2752,0,69.0,240.0,0.0,Urban,N
LP100424,Male,No,2,Graduate,No,2476,0,50.0,360.0,1.0,Urban,N
LP100425,Male,,0,Not Graduate,Yes,1519,2440,65.0,240.0,1.0,Semiurban,Y
LP100426,Male,Yes,0,Graduate,No,2085,800,50.0,120.0,1.0,Semiurban,Y
LP100427,Female,No,3+,Graduate,No,3868,0,88.0,360.0,1.0,Semiurban,Y
LP100428,Male,Yes,0,Graduate,No,3501,2517,141.0,180.0,1.0,Urban,Y
LP100429,Male,Yes,3+,Graduate,Yes,3242,2719,111.0,,1.0,Semiurban,Y
LP100430,Male,No,1,Graduate,No,1812,0,54.0,300.0,0.0,Rural,N
LP100431,Female,No,2,Graduate,No,2722,0,56.0,360.0,1.0,Urban,N
LP100432,Male,Yes,0,Graduate,No,1003,1067,50.0,360.0,1.0,Semiurban,Y
LP100433,Male,Yes,0,Graduate,No,3259,1919,99.0,360.0,1.0,Semiurban,Y
LP100434,Male,No,1,Graduate,No,6090,0,136.0,360.0,1.0,Rural,Y
LP100435,Female,No,2,Graduate,No,1426,0,50.0,300.0,1.0,Rural,Y
LP100436,Male,No,1,Graduate,No,2223,0,89.0,360.0,1.0,Semiurban,Y
LP100437,Female,Yes,0,Not Graduate,No,3514,1341,,360.0,1.0,Semiurban,Y
LP100438,Female,No,2,Graduate,No,5577,0,121.0,360.0,1.0,Rural,Y
LP100439,Male,Yes,2,Graduate,,2382,2160,80.0,240.0,0.0,Semiurban,N
LP100440,Male,No,,Graduate,,2108,0,50.0,360.0,1.0,Urban,N
LP100441,Female,Yes,2,Graduate,No,1113,2150,65.0,360.0,0.0,Rural,N
LP100442,Male,No,2,Graduate,Yes,3139,0,65.0,360.0,0.0,Urban,N
LP100443,Male,Yes,1,Graduate,No,8275,812,240.0,180.0,1.0,Semiurban,Y
LP100444,Female,No,0,Graduate,Yes,3424,0,64.0,360.0,1.0,Rural,N
LP100445,Female,Yes,0,Graduate,Yes,2947,2689,90.0,360.0,1.0,Semiurban,Y
LP100446,Female,Yes,0,Graduate,No,3501,3689,149.0,360.0,0.0,Semiurban,N
LP100447,Female,Yes,0,Graduate,No,2964,5484,127.0,180.0,1.0,Urban,N
LP100448,Male,No,0,Not Graduate,No,1985,0,50.0,360.0,1.0,Semiurban,Y
LP100449,Male,No,0,Graduate,No,4499,0,90.0,360.0,0.0,Urban,N
LP100450,Female,Yes,0,Graduate,Yes,3337,1276,108.0,360.0,,Urban,Y
LP100451,Male,No,,Graduate,No,3007,0,79.0,240.0,1.0,Semiurban,Y
LP100452,Male,No,2,Graduate,No,1830,0,50.0,240.0,1.0,Urban,Y
LP100453,Female,No,3+,Graduate,Yes,5720,0,111.0,360.0,1.0,Semiurban,Y
LP100454,Male,Yes,0,Graduate,No,4156,1928,106.0,360.0,1.0,Semiurban,Y
LP100455,Male,No,3+,Graduate,No,2260,0,50.0,360.0,1.0,Rural,N
LP100456,Male,Yes,0,Graduate,No,4919,2194,148.0,360.0,1.0,Semiurban,Y
LP100457,Male,No,0,Graduate,No,2324,0,50.0,,0.0,Urban,N
LP100458,Male,No,0,Graduate,Yes,2016,0,50.0,360.0,1.0,Urban,Y
LP100459,Male,Yes,0,Not Graduate,,2038,2506,70.0,360.0,0.0,Semiurban,N
LP100460,Male,No,2,Graduate,No,1229,0,50.0,240.0,0.0,Semiurban,N
LP100461,Male,Yes,1,Graduate,,3773,2461,160.0,360.0,1.0,Semiurban,Y
LP100462,Female,Yes,0,Graduate,Yes,1193,1371,50.0,360.0,1.0,Semiurban,Y
LP100463,Male,No,0,Graduate,No,1612,0,50.0,360.0,1.0,Urban,N
LP100464,Female,No,0,Not Graduate,Yes,1055,0,50.0,360.0,1.0,Semiurban,Y
LP100465,Male,No,0,Graduate,No,2855,0,57.0,,1.0,Semiurban,Y
LP100466,Male,No,0,Graduate,No,2765,0,,,1.0,Urban,Y
LP100467,Female,Yes,0,Graduate,Yes,2531,2146,84.0,360.0,1.0,Urban,Y
LP100468,Male,Yes,2,Graduate,No,1769,1088,53.0,180.0,0.0,Urban,N
LP100469,Female,No,3+,Graduate,No,1658,0,50.0,240.0,1.0,Urban,Y
LP100470,Male,Yes,0,Graduate,No,3760,1771,131.0,360.0,1.0,Semiurban,Y
LP100471,Female,Yes,3+,Graduate,,2263,694,50.0,360.0,,Urban,Y
LP100472,Male,Yes,0,Graduate,No,3491,2327,,360.0,0.0,Urban,N
LP100473,Female,No,0,Graduate,No,1914,0,50.0,360.0,1.0,Urban,Y
LP100474,Male,Yes,0,Not Graduate,No,3263,3067,108.0,360.0,0.0,Rural,N
LP100475,Female,No,1,Not Graduate,No,5719,0,149.0,180.0,1.0,Rural,Y
LP100476,Male,No,3+,Not Graduate,No,3996,0,67.0,300.0,1.0,Urban,Y
LP100477,Male,Yes,1,Graduate,No,2425,1017,68.0,240.0,1.0,Urban,Y
LP100478,Female,Yes,0,Graduate,Yes,3390,1269,104.0,360.0,1.0,Urban,N
LP100479,Male,Yes,1,Not Graduate,,2642,1373,68.0,240.0,1.0,Semiurban,Y
LP100480,Male,No,0,Graduate,No,2992,0,50.0,180.0,1.0,Urban,Y
LP100481,Male,Yes,2,Graduate,No,2533,4946,141.0,360.0,1.0,Semiurban,Y
LP100482,Male,Yes,0,Not Graduate,No,2745,1115,97.0,360.0,0.0,Semiurban,N
LP100483,Male,No,0,Not Graduate,No,3314,0,59.0,120.0,1.0,Rural,Y
LP100484,Male,Yes,1,Graduate,,1814,491,50.0,360.0,0.0,Urban,N
LP100485,Female,Yes,1,Graduate,No,1793,883,72.0,360.0,1.0,Rural,Y
LP100486,Male,No,0,Graduate,Yes,1488,0,,360.0,1.0,Rural,N
LP100487,Male,Yes,1,Not Graduate,No,1339,803,50.0,360.0,1.0,Urban,N
LP100488,Female,No,,Not Graduate,No,1621,0,50.0,360.0,1.0,Semiurban,Y
LP100489,,No,1,Graduate,No,3228,0,79.0,240.0,1.0,Urban,Y
LP100490,Male,Yes,2,Graduate,Yes,1907,1590,117.0,360.0,1.0,Urban,Y
LP100491,Male,Yes,2,Not Graduate,No,3853,2270,139.0,,1.0,Urban,N
LP100492,Male,Yes,1,Graduate,No,3033,2736,138.0,360.0,1.0,Semiurban,Y
LP100493,Male,Yes,,Graduate,Yes,1114,2120,54.0,360.0,1.0,Semiurban,Y
LP100494,Male,Yes,0,Not Graduate,No,4136,2682,115.0,360.0,0.0,Rural,N
LP100495,Male,No,2,Graduate,No,4471,0,90.0,360.0,1.0,Urban,Y
LP100496,Male,No,0,Graduate,No,1813,0,50.0,360.0,1.0,Rural,N
LP100497,Male,No,0,Graduate,No,3677,0,51.0,360.0,1.0,Urban,Y
LP100498,Female,Yes,0,Graduate,No,1942,1269,60.0,360.0,,Rural,Y
LP100499,Female,No,0,Not Graduate,No,3130,0,70.0,360.0,,Urban,Y
LP100500,Male,No,1,Graduate,No,1584,0,50.0,360.0,1.0,Urban,Y
LP100501,,Yes,0,Not Graduate,No,1216,1045,55.0,360.0,1.0,Rural,N
LP100502,Male,Yes,1,Graduate,No,2461,1407,83.0,300.0,1.0,Urban,N
LP100503,Female,Yes,0,Graduate,No,2802,2222,90.0,360.0,1.0,Semiurban,Y
LP100504,Male,Yes,0,Graduate,Yes,2443,2228,83.0,,1.0,Semiurban,Y
LP100505,Male,No,0,Graduate,No,1649,0,50.0,360.0,1.0,Semiurban,Y
LP100506,Female,No,0,Graduate,No,2440,0,84.0,,0.0,Semiurban,N
LP100507,,Yes,0,Graduate,No,3410,3444,137.0,300.0,1.0,Semiurban,Y
LP100508,Female,,1,Graduate,No,2914,2435,102.0,360.0,1.0,Urban,Y
LP100509,Female,Yes,0,Graduate,Yes,3265,6279,172.0,360.0,0.0,Semiurban,N
LP100510,Male,Yes,2,Graduate,Yes,2132,3670,174.0,,0.0,Rural,N
LP100511,Male,Yes,0,Graduate,No,5355,3592,157.0,360.0,1.0,Urban,Y
LP100512,Female,No,0,Graduate,No,1655,0,50.0,120.0,1.0,Urban,N
LP100513,Female,Yes,1,Graduate,No,3803,2859,141.0,360.0,,Semiurban,N
LP100514,Male,No,0,Graduate,No,5382,0,119.0,360.0,1.0,Semiurban,Y
LP100515,,Yes,,Graduate,No,3791,1299,120.0,360.0,0.0,Semiurban,N
LP100516,Male,Yes,0,Graduate,No,2693,1999,,360.0,1.0,Urban,Y
LP100517,Female,No,0,Graduate,No,2288,0,55.0,240.0,1.0,Semiurban,Y
LP100518,Female,Yes,2,Not Graduate,No,5004,2441,127.0,360.0,1.0,Urban,Y
LP100519,Male,Yes,0,Not Graduate,No,1463,1067,50.0,360.0,1.0,Semiurban,Y
LP100520,Male,No,2,Graduate,No,1835,0,50.0,360.0,0.0,Rural,N
LP100521,Male,Yes,2,Graduate,No,2443,1233,114.0,360.0,0.0,Urban,N
LP100522,Female,No,0,Not Graduate,No,5534,0,82.0,360.0,1.0,Semiurban,Y
LP100523,Female,Yes,3+,Graduate,No,3604,1507,126.0,,1.0,Rural,N
LP100524,Female,No,0,Not Graduate,No,1837,0,50.0,360.0,0.0,Semiurban,N
LP100525,Male,Yes,,Not Graduate,,2552,2863,125.0,360.0,1.0,Rural,Y
LP100526,Male,Yes,0,Not Graduate,No,2192,968,61.0,360.0,1.0,Semiurban,Y
LP100527,Male,Yes,1,Graduate,No,2090,5808,141.0,300.0,1.0,Rural,Y
LP100528,Male,No,0,Graduate,No,4863,0,112.0,360.0,1.0,Urban,Y
LP100529,Female,Yes,0,Graduate,No,1501,1263,68.0,360.0,1.0,Urban,Y
LP100530,Female,No,1,Graduate,No,6663,0,152.0,360.0,1.0,Urban,Y
LP100531,,No,1,Graduate,No,4510,0,89.0,360.0,1.0,Semiurban,Y
LP100532,Female,No,0,Graduate,Yes,5143,0,90.0,360.0,0.0,Rural,N
LP100533,Male,Yes,0,Graduate,No,2364,1746,51.0,120.0,1.0,Urban,Y
LP100534,Female,No,1,Not Graduate,No,2765,0,71.0,360.0,1.0,Semiurban,Y
LP100535,Female,No,1,Graduate,No,1455,0,50.0,,1.0,Semiurban,Y
LP100536,Female,Yes,3+,Not Graduate,No,2293,4170,109.0,360.0,1.0,Semiurban,Y
LP100537,Male,Yes,2,Not Graduate,No,3815,2991,125.0,360.0,1.0,Semiurban,N
LP100538,Male,No,3+,Graduate,No,5698,0,,360.0,1.0,Semiurban,Y
LP100539,Male,Yes,1,Graduate,No,1713,1012,50.0,180.0,1.0,Urban,Y
LP100540,,Yes,0,Not Graduate,No,2483,1723,67.0,360.0,1.0,Urban,Y
LP100541,Male,No,0,Graduate,No,2763,0,50.0,360.0,1.0,Rural,N
LP100542,Male,No,2,Graduate,No,1483,0,50.0,360.0,1.0,Urban,Y
LP100543,Male,No,1,Graduate,No,4006,0,65.0,360.0,,Urban,Y
LP100544,Male,,0,Graduate,No,2075,0,50.0,360.0,,Rural,N
LP100545,,Yes,0,Graduate,No,2703,2679,148.0,,1.0,Urban,Y
LP100546,Male,,3+,Graduate,No,2378,951,91.0,360.0,1.0,Semiurban,Y
LP100547,Male,Yes,0,Graduate,No,2008,5071,125.0,360.0,0.0,Urban,N
LP100548,Male,No,0,Graduate,No,2970,0,64.0,360.0,0.0,Semiurban,N
LP100549,Female,Yes,0,Graduate,No,2676,2062,103.0,360.0,1.0,Urban,Y
LP100550,Male,No,0,Graduate,No,2475,0,73.0,360.0,1.0,Urban,Y
LP100551,,Yes,0,Graduate,No,2070,1283,50.0,360.0,1.0,Semiurban,Y
LP100552,Male,Yes,0,Not Graduate,No,3497,3015,152.0,360.0,0.0,Semiurban,N
LP100553,Male,Yes,0,Graduate,No,6814,864,142.0,360.0,1.0,Semiurban,Y
LP100554,Female,No,2,Graduate,No,3196,0,50.0,360.0,,Rural,N
LP100555,Male,Yes,0,Graduate,,4905,1823,149.0,240.0,1.0,Urban,Y
LP100556,Male,Yes,2,Graduate,No,1487,1264,80.0,,1.0,Semiurban,Y
LP100557,Male,Yes,2,Graduate,Yes,3225,1510,146.0,360.0,0.0,Semiurban,N
LP100558,Female,No,,Not Graduate,No,1722,0,50.0,360.0,1.0,Rural,Y
LP100559,Male,Yes,1,Graduate,No,1424,1273,67.0,360.0,1.0,Urban,Y
LP100560,Female,Yes,0,Not Graduate,No,2059,1153,56.0,360.0,1.0,Semiurban,Y
LP100561,Male,No,2,Graduate,No,5409,0,123.0,360.0,1.0,Rural,Y
LP100562,Male,Yes,0,Graduate,No,4793,892,84.0,360.0,1.0,Urban,Y
LP100563,Male,Yes,1,Graduate,No,3366,5390,149.0,360.0,1.0,Rural,Y
LP100564,Male,Yes,1,Not Graduate,No,1385,1287,50.0,360.0,0.0,Urban,N
LP100565,Male,Yes,0,Graduate,Yes,2702,2977,115.0,180.0,1.0,Semiurban,Y
LP100566,Male,Yes,0,Graduate,Yes,3466,2050,97.0,360.0,1.0,Rural,N
LP100567,Male,Yes,1,Graduate,No,3254,1001,98.0,360.0,0.0,Semiurban,N
LP100568,Female,Yes,1,Graduate,No,1185,1801,80.0,360.0,1.0,Semiurban,Y
LP100569,Male,Yes,0,Graduate,No,1909,2894,108.0,360.0,1.0,Urban,Y
LP100570,Male,No,1,Graduate,No,2886,0,90.0,360.0,1.0,Rural,Y
LP100571,Female,No,0,Graduate,No,3897,0,86.0,360.0,0.0,Semiurban,N
LP100572,Male,No,1,Graduate,No,994,0,50.0,360.0,1.0,Urban,N
LP100573,Male,Yes,0,Graduate,No,2748,3138,144.0,360.0,0.0,Semiurban,N
LP100574,Female,Yes,2,Not Graduate,No,3201,1372,79.0,240.0,1.0,Semiurban,Y
LP100575,Female,No,0,Not Graduate,No,4558,0,109.0,300.0,1.0,Urban,Y
LP100576,Male,Yes,0,Not Graduate,No,4215,1251,140.0,360.0,1.0,Urban,Y
LP100577,,,0,Graduate,No,3988,2033,,360.0,1.0,Urban,Y
LP100578,Male,,0,Graduate,No,1998,2508,60.0,360.0,1.0,Semiurban,Y
LP100579,Male,Yes,0,Graduate,No,1148,491,50.0,360.0,1.0,Semiurban,Y
LP100580,Male,Yes,0,Graduate,No,2449,1799,111.0,360.0,0.0,Semiurban,N
LP100581,Female,No,2,Graduate,No,4918,0,94.0,360.0,1.0,Rural,Y
LP100582,Male,Yes,0,Graduate,No,5983,1530,151.0,240.0,1.0,Rural,Y
LP100583,Male,Yes,0,Graduate,No,4252,3923,,360.0,1.0,Semiurban,Y
LP100584,Male,Yes,0,Graduate,No,3694,2328,134.0,360.0,1.0,Urban,Y
LP100585,Male,Yes,0,Not Graduate,Yes,3604,3968,157.0,360.0,,Semiurban,Y
LP100586,Male,Yes,0,Graduate,Yes,2257,1588,72.0,120.0,1.0,Semiurban,Y
LP100587,Male,Yes,0,Graduate,No,2793,3173,113.0,360.0,1.0,Semiurban,Y
LP100588,Male,Yes,0,Graduate,No,6867,4822,250.0,360.0,1.0,Semiurban,Y
LP100589,Male,,0,Graduate,Yes,1860,3971,127.0,360.0,1.0,Semiurban,Y
LP100590,Male,Yes,0,Graduate,No,6683,938,147.0,120.0,0.0,Rural,N
LP100591,Male,Yes,1,Not Graduate,No,2537,1552,,360.0,0.0,Urban,N
LP100592,Male,Yes,0,Not Graduate,No,5783,1469,142.0,240.0,1.0,Semiurban,Y
LP100593,Male,No,0,Graduate,No,1475,0,50.0,360.0,1.0,Urban,Y
LP100594,Female,No,3+,Not Graduate,No,3995,0,64.0,360.0,1.0,Rural,Y
LP100595,Male,Yes,0,Not Graduate,No,2062,1092,50.0,360.0,1.0,Urban,Y
LP100596,Male,Yes,1,Not Graduate,Yes,1469,1883,61.0,360.0,1.0,Urban,Y
LP100597,Male,Yes,0,Not Graduate,Yes,3325,538,,360.0,1.0,Urban,N
LP100598,Male,Yes,2,Graduate,No,4938,4294,168.0,240.0,1.0,Semiurban,Y
LP100599,Male,No,2,Graduate,Yes,1953,0,50.0,360.0,1.0,Urban,Y
LP100600,Male,Yes,0,Graduate,No,1408,1869,52.0,360.0,1.0,Semiurban,Y
LP100601,Male,,3+,Graduate,No,2847,0,51.0,360.0,1.0,Semiurban,Y
LP100602,Male,Yes,0,Not Graduate,No,2853,3596,98.0,360.0,1.0,Urban,Y
LP100603,Male,Yes,0,Graduate,No,3921,329,80.0,360.0,0.0,Urban,N
LP100604,Male,No,2,Graduate,No,4792,0,91.0,360.0,1.0,Rural,Y
LP100605,Male,No,2,Not Graduate,No,2893,0,68.0,360.0,1.0,Semiurban,Y
LP100606,Male,No,0,Not Graduate,No,7538,0,155.0,,1.0,Semiurban,Y
LP100607,Male,No,0,Not Graduate,Yes,3334,0,50.0,300.0,0.0,Semiurban,N
LP100608,Male,Yes,0,Graduate,No,2506,1061,93.0,360.0,1.0,Urban,Y
LP100609,Male,No,0,Graduate,No,1331,0,50.0,120.0,1.0,Urban,Y
LP100610,Male,Yes,2,Graduate,No,2614,2238,101.0,360.0,0.0,Urban,N
